EntityID,EntityWeight
0,4680148.5
1,6651819.5
2,5618855.0
3,5249877.0
4,3989045.2
5,3988944.5
6,3428937.5
7,6108496.0
8,5256234.5
9,5547763.0
10,2958185.5
11,6879470.5
12,5963863.0
13,4201670.0
14,4091569.2
15,4097534.8
16,4487763.0
17,5062095.5
18,4828576.5
19,4450203.5
20,5284152.0
21,3917405.8
22,4452871.0
23,4658496.0
24,4889661.0
25,5789794.5
26,4157214.2
27,5035688.5
28,5233761.0
29,3319714.2
30,5272926.0
31,4047905.5
32,3486308.5
33,6634143.0
34,6820151.5
35,5872006.0
36,4488824.5
37,3705072.0
38,5479569.5
39,4849418.0
40,3835144.0
41,4987910.5
42,3180124.5
43,6336582.0
44,4352890.0
45,5419357.0
46,4508995.0
47,5050325.0
48,5117354.5
49,4102982.8
50,6874724.0
51,5755858.5
52,6550581.5
53,6252617.0
54,5247915.5
55,6417792.0
56,3649906.2
57,4143943.5
58,3307000.2
59,4547156.5
60,4717232.5
61,4391263.0
62,5949188.5
63,4632850.0
64,4419933.5
65,5107229.0
66,3923825.5
67,5849495.0
68,3557290.0
69,7222847.0
70,5746260.0
71,4153783.8
72,2458734.0
73,5898203.5
74,5544227.5
75,5609813.5
76,5743037.5
77,3553689.8
78,4637438.0
79,3804108.8
80,6094369.5
81,5314155.0
82,4562566.0
83,3474432.5
84,4506933.0
85,4546748.0
86,5611622.5
87,5351938.0
88,6211838.0
89,4930297.5
90,3822984.5
91,5562889.5
92,5708830.5
93,5154208.5
94,5742036.0
95,4984448.0
96,5057014.0
97,4817362.5
98,3047165.2
99,3762182.5
100,3139814.5
101,5348881.0
102,4516460.5
103,5021486.0
104,6325917.5
105,4323282.5
106,4773440.5
107,5692063.5
108,4257190.5
109,3574320.0
110,4445890.0
111,4010550.8
112,6473543.0
113,5870991.0
114,5340882.5
115,6133323.0
116,5854811.0
117,4109394.5
118,6240253.0
119,5098777.5
120,5868502.0
121,6259590.0
122,4526712.0
123,3773750.2
124,4254337.0
125,4816258.5
126,5907825.5
127,6083608.0
128,2540297.2
129,5026943.5
130,4791479.5
131,4234907.5
132,3824342.0
133,4581020.5
134,6579678.5
135,4541240.0
136,5047119.0
137,5533103.5
138,4651227.0
139,6907655.0
140,6779820.5
141,4331109.5
142,4993103.5
143,4478125.0
144,4431479.5
145,3211992.5
146,5278184.0
147,5006716.0
148,3369322.5
149,4413134.0
150,6330152.0
151,4292288.5
152,3941418.8
153,4973559.5
154,7187595.5
155,4300294.5
156,5445818.0
157,5711522.5
158,4286078.5
159,5607428.0
160,4662270.5
161,5337967.0
162,5341217.0
163,5089795.0
164,3661030.0
165,5975333.5
166,4534482.5
167,4109202.5
168,3258244.2
169,5229843.0
170,5460899.0
171,2870060.5
172,5030318.0
173,4249564.0
174,5372320.5
175,4062951.5
176,5498510.5
177,4712162.5
178,6527889.5
179,3908476.8
180,4590446.5
181,3791741.5
182,6437370.5
183,6161789.0
184,4350297.0
185,5412420.0
186,5904830.0
187,5138813.0
188,5074392.0
189,4299644.5
190,3678114.8
191,6265845.5
192,6283937.5
193,5340079.5
194,4584888.5
195,4612545.5
196,5600627.0
197,6265256.5
198,6211178.5
199,5771773.5
200,5363895.0
201,3622251.0
202,4012215.5
203,6273356.5
204,5270024.5
205,2642431.2
206,3726791.2
207,5422039.5
208,2428439.0
209,4008859.2
210,5122463.5
211,5501230.0
212,5390621.5
213,4242147.5
214,5559762.5
215,4284821.5
216,4547349.0
217,5663489.5
218,5384330.0
219,6033108.5
220,5405957.5
221,5172070.0
222,3681542.0
223,4662091.5
224,4372613.0
225,4306475.0
226,6927006.0
227,4728746.5
228,6237486.0
229,5334871.0
230,5823230.0
231,5006611.0
232,5193979.5
233,4981244.0
234,4141265.0
235,5590142.0
236,4419452.5
237,3028203.8
238,5373125.5
239,4073569.2
240,6558635.0
241,6684201.0
242,6371333.0
243,4668567.5
244,2841824.2
245,6463382.5
246,4819001.5
247,6833755.5
248,6794333.0
249,6049428.5
250,4459567.0
251,4707881.5
252,6041321.0
253,4523677.5
254,4043829.8
255,5142864.5
256,6523273.0
257,5513016.0
258,5176530.5
259,3702193.5
260,5292394.5
261,7328373.5
262,3920060.0
263,5045962.5
264,6161955.0
265,5645717.0
266,5515837.0
267,5531559.0
268,4640181.5
269,4457079.0
270,5875545.0
271,5878314.5
272,6112658.0
273,6360984.0
274,5028435.5
275,5003801.5
276,5835547.5
277,5385223.5
278,5530066.5
279,5826687.0
280,6226557.0
281,4582060.0
282,4682898.5
283,3683376.2
284,5197496.0
285,3200157.2
286,4913660.5
287,5107099.0
288,4436483.5
289,5229689.5
290,3126515.0
291,3217681.5
292,5925321.5
293,4642051.5
294,3859605.2
295,5055785.0
296,5738826.0
297,4213616.5
298,5313081.5
299,3630028.5
300,3371242.5
301,5078676.0
302,5102034.5
303,5351598.0
304,5601034.5
305,6974756.0
306,5040871.0
307,4540553.5
308,5824549.5
309,4389703.0
310,4846423.0
311,3584471.8
312,3046010.2
313,6782282.5
314,5978070.0
315,5512857.0
316,4769761.5
317,4058774.8
318,3990792.0
319,4326275.5
320,5123708.5
321,5566862.0
322,5413002.5
323,4416963.0
324,6693978.5
325,5636875.5
326,5136670.0
327,5283807.0
328,4797084.0
329,4318354.0
330,4630756.0
331,5699391.5
332,2813621.5
333,3805151.2
334,3315091.2
335,3257714.8
336,6060145.0
337,5534950.5
338,4935218.5
339,3706011.0
340,4978983.0
341,4933455.0
342,4058413.8
343,4833424.0
344,4742781.5
345,5294600.0
